Name,Address,City,State,Dave Score,Community Score,Score Diffrence,Number of Reviews,Url,Date
Pizzeria Bianco,623 E Adams St, Phoenix, AZ,7.30,8.30,1.00,132,https://onebite.app/restaurant/pizzeria-bianco-phoenix-az-e2ee3ed8,2/9/2023
Wells Brothers Italian Restaurant,2148 Mead St, Mt Pleasant, WI,8.10,8.30,0.20,48,https://onebite.app/restaurant/wells-brothers-italian-restaurant-mt-pleasant-wi-3c346232,2/8/2023
Zaffiro's Pizza The Original,1724 N Farwell Ave, Milwaukee, WI,7.20,7.80,0.60,50,https://onebite.app/restaurant/zaffiros-pizza-the-original-milwaukee-wi-21dbb22f,2/7/2023
Ian's Pizza Milwaukee | Downtown,146 E Juneau Ave, Milwaukee, WI,6.90,6.90,0.00,50,https://onebite.app/restaurant/ians-pizza-milwaukee-or-downtown-milwaukee-wi-6e510857,2/6/2023
Brick 3 Pizza,1107 N Old World 3rd St, Milwaukee, WI,7.10,6.30,-0.80,43,https://onebite.app/restaurant/brick-3-pizza-milwaukee-wi-d0c9bb51,2/3/2023
Classic Slice,2797 S Kinnickinnic Ave, Milwaukee, WI,4.70,7.20,2.50,33,https://onebite.app/restaurant/classic-slice-milwaukee-wi-fb7d3881,2/2/2023
Over Under,151 E Flagler St, Miami, FL,8.30,8.00,-0.3,6,https://onebite.app/restaurant/over-under-miami-fl-00ab9bf2,2/1/2023
Over Under,151 E Flagler St, Miami, FL,8.30,8.00,-0.3,6,https://onebite.app/restaurant/over-under-miami-fl-00ab9bf2,2/1/2023
Primo Pizza South Beach,100 Collins Ave, Miami Beach, FL,7.40,6.80,-0.60,14,https://onebite.app/restaurant/primo-pizza-south-beach-miami-beach-fl-195e7cd7,1/31/2023
John The Baker,2116 N Flamingo Rd, Pembroke Pines, FL,7.60,7.40,-0.20,36,https://onebite.app/restaurant/john-the-baker-pembroke-pines-fl-dd5abaaf,1/30/2023
Dicey's Tavern,425 Chestnut St, Nashville, TN,7.70,7.70,0.00,54,https://onebite.app/restaurant/diceys-tavern-nashville-tn-308b6715,1/27/2023
Manny's House of Pizza,15 Arcade Building, Nashville, TN,7.90,8.10,0.20,74,https://onebite.app/restaurant/mannys-house-of-pizza-nashville-tn-3edd5b88,1/26/2023
Nicky's Coal Fired,5026 Centennial Blvd, Nashville, TN,7.60,7.50,-0.10,41,https://onebite.app/restaurant/nickys-coal-fired-nashville-tn-935b3dfe,1/25/2023
Midnight Oil,1312 51st Ave N, Nashville, TN,6.40,7.70,1.30,45,https://onebite.app/restaurant/midnight-oil-nashville-tn-4a72c8b8,1/24/2023
Krust,91865 Overseas Hwy, Tavernier, FL,7.70,8.40,0.70,15,https://onebite.app/restaurant/krust-tavernier-fl-84644abd,1/23/2023
Coast to Coast Pizza Company,61 53rd St, Marathon, FL,7.70,8.20,0.50,28,https://onebite.app/restaurant/coast-to-coast-pizza-company-marathon-fl-8e17ea6b,1/19/2023
Enrico’s Pizza,20 High Point Rd, Tavernier, FL,6.70,7.10,0.40,17,https://onebite.app/restaurant/enricos-pizza-tavernier-fl-a4e8e4d3,1/18/2023
Pedroso's Pizza - Slice Shop Trailer,8315 Burnet Rd, Austin, TX,7.70,7.60,-0.10,43,https://onebite.app/restaurant/pedrosos-pizza-slice-shop-trailer-austin-tx-1f7a38c9,1/16/2023
Sammataro,2907 E 12th St, Austin, TX,7.90,7.70,-0.20,52,https://onebite.app/restaurant/sammataro-austin-tx-e160f487,1/13/2023
Via 313 Pizza,96 Rainey St, Austin, TX,7.50,7.40,-0.10,51,https://onebite.app/restaurant/via-313-pizza-austin-tx-707209ef,1/12/2023
Squared Up Pizza,5870 E Broadway Blvd, Tucson, AZ,7.60,7.40,-0.20,17,https://onebite.app/restaurant/squared-up-pizza-tucson-az-d44dfe1b,1/11/2023
Via Della Slice Shop,222 N 5th Ave, Phoenix, AZ,7.90,7.90,0.00,72,https://onebite.app/restaurant/via-della-slice-shop-phoenix-az-1436cdcc,1/10/2023
Frank Pepes of Plantation,341 N University Dr, Plantation, FL,7.20,7.60,0.40,24,https://onebite.app/restaurant/frank-pepes-of-plantation-plantation-fl-3c156d96,1/9/2023
Goodfellas pizza,undefined E Indiantown Rd, Jupiter, FL,7.50,7.80,0.30,38,https://onebite.app/restaurant/goodfellas-pizza-jupiter-fl-67ff0c6c,1/6/2023
Vinny's Pizza,6671 W Indiantown Rd, Jupiter, FL,7.30,7.40,0.10,23,https://onebite.app/restaurant/vinnys-pizza-jupiter-fl-3ba29a35,1/5/2023
Blue Springs Pizza,501 N Volusia Ave, Orange City, FL,6.80,7.30,0.50,11,https://onebite.app/restaurant/blue-springs-pizza-orange-city-fl-d184800d,1/4/2023
Toppers Pizza,425 Arneill Rd, Camarillo, CA,6.60,7.20,0.60,19,https://onebite.app/restaurant/toppers-pizza-camarillo-ca-5c5d9ff7,1/2/2023
Jeffs Pizza,127 Waterman Ave, East Providence, RI,8.10,8.20,0.10,64,https://onebite.app/restaurant/jeffs-pizza-east-providence-ri-d279cdaf,12/27/2022
Pizza Marvin,468 Wickenden St, Providence, RI,8.20,8.30,0.10,83,https://onebite.app/restaurant/pizza-marvin-providence-ri-69039999,12/26/2022
Pizza J,967 Westminster St, Providence, RI,6.80,7.90,1.10,38,https://onebite.app/restaurant/pizza-j-providence-ri-cef5024a,12/23/2022
Nellies Place,9 Franklin Tpke, Waldwick, NJ,7.90,7.70,-0.20,77,https://onebite.app/restaurant/nellies-place-waldwick-nj-f3cd67e0,12/22/2022
Nanuet Restaurant,211 Main St, Nanuet, NY,7.20,7.60,0.4,9,https://onebite.app/restaurant/nanuet-restaurant-nanuet-ny-708cc623,12/21/2022
Nanuet Restaurant,211 Main St, Nanuet, NY,7.20,7.60,0.4,9,https://onebite.app/restaurant/nanuet-restaurant-nanuet-ny-708cc623,12/21/2022
Nanuet Hotel,132 Main St, Nanuet, NY,7.30,8.00,0.70,42,https://onebite.app/restaurant/nanuet-hotel-nanuet-ny-8ba68e17,12/20/2022
Casaletto Pizzeria,70 Beekman Ave, Sleepy Hollow, NY,7.10,7.50,0.4,7,https://onebite.app/restaurant/casaletto-pizzeria-sleepy-hollow-ny-0ae1c7ae,12/19/2022
Beekman Ale House,92 Beekman Ave, Sleepy Hollow, NY,7.40,8.30,0.90,61,https://onebite.app/restaurant/beekman-ale-house-sleepy-hollow-ny-d4e7ac37,12/16/2022
Norcina,186 N Main St, New City, NY,7.20,8.10,0.90,29,https://onebite.app/restaurant/norcina-new-city-ny-f83a9385,12/15/2022
The Mountain House,333 Rt 340, Sparkill, NY,8.20,8.00,-0.20,71,https://onebite.app/restaurant/the-mountain-house-sparkill-ny-75114230,12/14/2022
Vinny's Pizza,221 W Lincoln Hwy, DeKalb, IL,5.80,6.70,0.90,13,https://onebite.app/restaurant/vinnys-pizza-dekalb-il-fc846712,12/13/2022
Doughbriks Pizza,8363 Sunset Blvd, West Hollywood, CA,6.40,7.50,1.10,23,https://onebite.app/restaurant/doughbriks-pizza-west-hollywood-ca-8837883c,12/12/2022
Twin's Pizza,1000 Mineral Spring Ave, North Providence, RI,7.70,8.10,0.40,46,https://onebite.app/restaurant/twins-pizza-north-providence-ri-d50999ed,12/9/2022
Lord Stanley's and the Annex,142 E Lincoln Hwy, DeKalb, IL,7.30,6.70,-0.6,6,https://onebite.app/restaurant/lord-stanleys-and-the-annex-dekalb-il-1e6c7778,12/8/2022
Lord Stanley's and the Annex,142 E Lincoln Hwy, DeKalb, IL,7.30,6.70,-0.6,6,https://onebite.app/restaurant/lord-stanleys-and-the-annex-dekalb-il-1e6c7778,12/8/2022
Pizza Pro's,1205 W Lincoln Hwy, DeKalb, IL,6.30,6.60,0.30,13,https://onebite.app/restaurant/pizza-pros-dekalb-il-4d3ecd69,12/7/2022
The Stubborn Brother Pizza Bar,3115 W Bancroft St, Toledo, OH,8.10,7.90,-0.20,97,https://onebite.app/restaurant/the-stubborn-brother-pizza-bar-toledo-oh-2b600244,12/6/2022
Inky's Italian Foods,3945 N Detroit Ave, Toledo, OH,7.10,6.90,-0.20,23,https://onebite.app/restaurant/inkys-italian-foods-toledo-oh-440a3da3,12/5/2022
Home Slice Pizza,28 S St Clair St, Toledo, OH,7.40,7.10,-0.30,56,https://onebite.app/restaurant/home-slice-pizza-toledo-oh-6819c904,12/2/2022
The Village Idiot,309 Conant St, Maumee, OH,7.10,7.60,0.50,42,https://onebite.app/restaurant/the-village-idiot-maumee-oh-902704f3,12/1/2022
Pete's Pizza,2919 Route 206, Columbus, NJ,7.80,8.10,0.30,48,https://onebite.app/restaurant/petes-pizza-columbus-nj-cde0a0e6,11/30/2022
Kate & Al's Pizza,2919 Rte 206, Columbus, NJ,7.40,7.90,0.50,60,https://onebite.app/restaurant/kate-and-als-pizza-columbus-nj-e2dc946d,11/29/2022
Grant Street Cafe,25 Grant Ave, Dumont, NJ,8.20,7.90,-0.30,43,https://onebite.app/restaurant/grant-street-cafe-dumont-nj-3945b5ac,11/28/2022
Lillo's Tomato Pies,2503 Marne Hwy, Hainesport, NJ,8.40,8.40,0.00,87,https://onebite.app/restaurant/lillos-tomato-pies-hainesport-nj-c1aa3f39,11/23/2022
Mateo's Restaurant,1509 NJ-38, Hainesport, NJ,7.20,8.10,0.90,24,https://onebite.app/restaurant/mateos-restaurant-hainesport-nj-d85f4862,11/22/2022
Mama's Meatballs & Pizzeria,2673 Haddonfield Rd, Pennsauken Township, NJ,7.40,8.30,0.90,33,https://onebite.app/restaurant/mamas-meatballs-and-pizzeria-pennsauken-township-nj-86bcf05b,11/21/2022
Bricco Coal Fired Pizza,128 Haddon Ave, Haddon Township, NJ,7.90,8.10,0.20,115,https://onebite.app/restaurant/bricco-coal-fired-pizza-haddon-township-nj-90d55ed1,11/18/2022
Brooklyn Original Pizzeria,908 W Kings Hwy, Haddon Heights, NJ,7.30,8.10,0.80,65,https://onebite.app/restaurant/brooklyn-original-pizzeria-haddon-heights-nj-ab17076b,11/17/2022
Benny's Pizzeria,114 N Church St, West Chester, PA,7.30,7.60,0.30,51,https://onebite.app/restaurant/bennys-pizzeria-west-chester-pa-916fa0f7,11/16/2022
West Chester Pizza Cafe,701 W Nields St, West Chester, PA,8.10,8.20,0.10,64,https://onebite.app/restaurant/west-chester-pizza-cafe-west-chester-pa-b07a9326,11/15/2022
Pizza West Chester,136 E Market St, West Chester, PA,8.40,8.50,0.10,70,https://onebite.app/restaurant/pizza-west-chester-west-chester-pa-25cb2290,11/14/2022
Joe Bologna's Restaurant & Pizzeria,120 W Maxwell St, Lexington, KY,6.70,7.40,0.70,26,https://onebite.app/restaurant/joe-bolognas-restaurant-and-pizzeria-lexington-ky-3645b612,11/11/2022
Mad Mushroom,561 S Broadway, Lexington, KY,5.20,7.00,1.80,17,https://onebite.app/restaurant/mad-mushroom-lexington-ky-42c58fc1,11/10/2022
Buonocore's Brick Oven Pizza,389 Belmont Ave, Haledon, NJ,6.90,8.70,1.80,29,https://onebite.app/restaurant/buonocores-brick-oven-pizza-haledon-nj-da53f083,11/8/2022
Sun-Ray Pizzeria,440 Main St, Little Falls, NJ,7.70,7.80,0.10,42,https://onebite.app/restaurant/sunray-pizzeria-little-falls-nj-bdc1157d,11/7/2022
Lombardi's Bar & Restaurant,599 Pompton Ave, Cedar Grove, NJ,7.30,8.00,0.70,25,https://onebite.app/restaurant/lombardis-bar-and-restaurant-cedar-grove-nj-91717720,11/4/2022
Teglia Pizza Bar,438 Bloomfield Ave, Montclair, NJ,7.90,7.50,-0.40,12,https://onebite.app/restaurant/teglia-pizza-bar-montclair-nj-82e6fece,11/3/2022
Blue Steel Pizza Company,285 Glenwood Ave, Bloomfield, NJ,7.80,7.80,0.00,28,https://onebite.app/restaurant/blue-steel-pizza-company-bloomfield-nj-e439e649,11/2/2022
Aubree's Pizzeria & Grill,39 E Cross St, Ypsilanti, MI,6.50,7.10,0.60,12,https://onebite.app/restaurant/aubrees-pizzeria-and-grill-ypsilanti-mi-1282a76b,11/1/2022
college pizza,128 Locust Ln, State College, PA,1.80,5.20,3.40,15,https://onebite.app/restaurant/college-pizza-state-college-pa-67fa1133,10/31/2022
Miami Slice,1335 NE Miami Ct, Miami, FL,8.60,8.70,0.10,50,https://onebite.app/restaurant/miami-slice-miami-fl-1f2d5b22,10/28/2022
Red Zeppelin Pizza,4395 Perkins Rd, Baton Rouge, LA,6.80,7.00,0.20,35,https://onebite.app/restaurant/red-zeppelin-pizza-baton-rouge-la-c0f98f61,10/26/2022
Frank's Pizza,417 Travis St, Houston, TX,5.40,7.00,1.60,91,https://onebite.app/restaurant/franks-pizza-houston-tx-ed7f0936,10/25/2022
The Gypsy Poet,2404 Austin St, Houston, TX,7.80,8.30,0.50,100,https://onebite.app/restaurant/the-gypsy-poet-houston-tx-0ce781d6,10/24/2022
Willie's Pizza,14731 U.S. Hwy 1, Juno Beach, FL,8.10,8.00,-0.10,46,https://onebite.app/restaurant/willies-pizza-juno-beach-fl-653b47fd,10/19/2022
L&L Pizza & Pasta New York Style,205 Main St, Metuchen, NJ,7.20,8.40,1.20,50,https://onebite.app/restaurant/landl-pizza-and-pasta-new-york-style-metuchen-nj-13dfcad9,10/18/2022
Nola’s Osteria and Pizza,304 North Ave, Garwood, NJ,7.80,8.80,1.00,77,https://onebite.app/restaurant/nolas-osteria-and-pizza-garwood-nj-5f8abcbb,10/17/2022
Vinnie's Pan Pizza,61 Main St, Millburn, NJ,8.30,8.40,0.10,75,https://onebite.app/restaurant/vinnies-pan-pizza-millburn-nj-d8e66118,10/14/2022
Rustique Pizza,611 Jersey Ave, Jersey City, NJ,7.90,7.70,-0.20,34,https://onebite.app/restaurant/rustique-pizza-jersey-city-nj-45b3a10d,10/13/2022
Daniel's Pizzeria,204 Easton Ave, New Brunswick, NJ,7.20,7.70,0.50,24,https://onebite.app/restaurant/daniels-pizzeria-new-brunswick-nj-968dd9b8,10/11/2022
Sal's Pizza Bar,6127 Bergenline Ave, West New York, NJ,7.80,8.10,0.30,29,https://onebite.app/restaurant/sals-pizza-bar-west-new-york-nj-3c144a74,10/10/2022
San Giuseppe Coal Fired Pizza & Cucina,1320 Adams St, Hoboken, NJ,7.40,7.50,0.10,14,https://onebite.app/restaurant/san-giuseppe-coal-fired-pizza-and-cucina-hoboken-nj-f6882618,10/7/2022
Bread & Salt,435 Palisade Ave, Jersey City, NJ,8.10,8.60,0.50,22,https://onebite.app/restaurant/bread-and-salt-jersey-city-nj-74b89508,10/6/2022
Spunto NYC Thin Crust Pizza,65 Carmine St, New York, NY,7.80,7.60,-0.20,16,https://onebite.app/restaurant/spunto-nyc-thin-crust-pizza-new-york-ny-939f81dd,9/30/2022
Pin-Up Pizza,3667 Las Vegas Blvd S, Las Vegas, NV,4.80,5.70,0.90,75,https://onebite.app/restaurant/pinup-pizza-las-vegas-nv-2c4eb295,9/28/2022
PizzaCake by Buddy Valastro,3475 Harrah's Hotel & Casino Las Vegas Blvd S Located Inside, Las Vegas, NV,6.10,6.90,0.80,40,https://onebite.app/restaurant/pizzacake-by-buddy-valastro-las-vegas-nv-7fffc6bc,9/27/2022
Cruze Farm Pizza Barn,2723 Asbury Rd, Knoxville, TN,7.30,7.40,0.10,40,https://onebite.app/restaurant/cruze-farm-pizza-barn-knoxville-tn-cfb40aeb,9/26/2022
Stan's Chitch's Cafe,14 Columbus Pl, Bound Brook, NJ,7.10,8.00,0.90,47,https://onebite.app/restaurant/stans-chitchs-cafe-bound-brook-nj-0592bf91,9/23/2022
Prima Pizza Kitchen,131 N Gaston Ave, Somerville, NJ,7.70,8.20,0.50,112,https://onebite.app/restaurant/prima-pizza-kitchen-somerville-nj-56adc4da,9/22/2022
Jojo's Tavern,2677 Nottingham Way, Trenton, NJ,7.40,8.10,0.70,51,https://onebite.app/restaurant/jojos-tavern-trenton-nj-6cde10b1,9/21/2022
Marcello's Pizza-Grill,45 George Dye Rd, Hamilton Township, NJ,8.10,8.10,0.00,66,https://onebite.app/restaurant/marcellos-pizzagrill-hamilton-township-nj-8b8d6ece,9/20/2022
Marcello's Coal Fired Restaurant & Pizza,206 Farnsworth Ave, Bordentown, NJ,8.20,8.10,-0.10,69,https://onebite.app/restaurant/marcellos-coal-fired-restaurant-and-pizza-bordentown-nj-66999292,9/19/2022
Mulberry Street Pizzeria,3000 S Las Vegas Blvd, Las Vegas, NV,6.80,6.50,-0.30,18,https://onebite.app/restaurant/mulberry-street-pizzeria-las-vegas-nv-8d6fc92b,9/16/2022
Palermo's,674 Rte 206 S, Bordentown, NJ,8.20,8.20,0.00,87,https://onebite.app/restaurant/palermos-bordentown-nj-f088a6e5,9/15/2022
Leo,123 Havemeyer St, Brooklyn, NY,5.10,7.70,2.60,16,https://onebite.app/restaurant/leo-brooklyn-ny-4f99d0b1,9/14/2022
Ace's Pizza,637 Driggs Ave, Brooklyn, NY,7.40,8.40,1.00,37,https://onebite.app/restaurant/aces-pizza-brooklyn-ny-801e55e8,9/13/2022
The Airliner,22 S Clinton St, Iowa City, IA,6.40,6.60,0.20,20,https://onebite.app/restaurant/the-airliner-iowa-city-ia-e1b86475,9/12/2022
Fini Pizza,305 Bedford Ave, Brooklyn, NY,7.90,8.10,0.20,40,https://onebite.app/restaurant/fini-pizza-brooklyn-ny-0e522c20,9/9/2022
Valentine’s Pizza,1063 Bedford Ave, Brooklyn, NY,7.80,7.90,0.10,16,https://onebite.app/restaurant/valentines-pizza-brooklyn-ny-47469cfe,9/8/2022
Brooklyn DOP,237 5th Ave, Brooklyn, NY,8.10,8.30,0.20,39,https://onebite.app/restaurant/brooklyn-dop-brooklyn-ny-38acc3b8,9/7/2022
Front Street Pizza,80 Front St, Brooklyn, NY,6.40,7.30,0.90,39,https://onebite.app/restaurant/front-street-pizza-brooklyn-ny-77d83826,9/6/2022
ANDIAMO PIZZA,818 6th Ave, New York, NY,6.70,6.80,0.10,18,https://onebite.app/restaurant/andiamo-pizza-new-york-ny-6015f847,9/2/2022
ANDIAMO PIZZA,818 6th Ave, New York, NY,6.70,6.80,0.10,18,https://onebite.app/restaurant/andiamo-pizza-new-york-ny-6015f847,9/2/2022
Michael Angelo's,286 US-46, Fairfield, NJ,7.70,8.40,0.70,28,https://onebite.app/restaurant/michael-angelos-fairfield-nj-94d8c476,9/1/2022
Casa D’Pizza,276 E Main St, Denville, NJ,7.50,8.20,0.70,66,https://onebite.app/restaurant/casa-dpizza-denville-nj-2c11a298,8/31/2022
Firehouse Italian Restaurant & Pizzeria,15 Central Ave, Madison, NJ,7.60,7.60,0.00,22,https://onebite.app/restaurant/firehouse-italian-restaurant-and-pizzeria-madison-nj-c46e4746,8/30/2022
Pomodoro Ristorante & Pizzeria,125 Morris St, Morristown, NJ,7.50,7.30,-0.20,35,https://onebite.app/restaurant/pomodoro-ristorante-and-pizzeria-morristown-nj-3e24186d,8/29/2022
Suvio's,83 Washington St, Morristown, NJ,7.60,7.40,-0.20,28,https://onebite.app/restaurant/suvios-morristown-nj-f84d3aac,8/26/2022
Zazas Pizzeria,3037 N Clark St, Chicago, IL,8.20,8.30,0.10,88,https://onebite.app/restaurant/zazas-pizzeria-chicago-il-3070e14c,8/24/2022
John's Pizzeria Ristorante & Lounge,2104 N Western Ave, Chicago, IL,6.80,7.70,0.90,36,https://onebite.app/restaurant/johns-pizzeria-ristorante-and-lounge-chicago-il-1c10e41e,8/23/2022
The StopAlong,1812 N Milwaukee Ave, Chicago, IL,7.80,8.10,0.30,39,https://onebite.app/restaurant/the-stopalong-chicago-il-21cc4618,8/22/2022
Backyard Pizza and Raw Bar,833 3rd Ave, Huntington, WV,7.10,7.80,0.70,26,https://onebite.app/restaurant/backyard-pizza-and-raw-bar-huntington-wv-4a442810,8/19/2022
Dough Bros Pizzeria & Sub Shop,400 N State St, Chicago, IL,7.10,6.80,-0.30,75,https://onebite.app/restaurant/dough-bros-pizzeria-and-sub-shop-chicago-il-eb354b0e,8/18/2022
O'Scugnizzo Pizzeria,614 Bleecker St, Utica, NY,8.10,7.90,-0.20,93,https://onebite.app/restaurant/oscugnizzo-pizzeria-utica-ny-26ce139f,8/17/2022
Slice,2007 Genesee St, Utica, NY,7.70,7.20,-0.50,42,https://onebite.app/restaurant/slice-utica-ny-5066389f,8/16/2022
Nina's Pizza,100 Genesee St, Utica, NY,7.30,7.30,0.00,40,https://onebite.app/restaurant/ninas-pizza-utica-ny-3d946739,8/15/2022
Pavone's Pizza & Eatery,5781 Bridge St, East Syracuse, NY,7.60,7.80,0.20,45,https://onebite.app/restaurant/pavones-pizza-and-eatery-east-syracuse-ny-72662429,8/11/2022
Mario & Salvo's Pizzeria,4326 E Genesee St, Syracuse, NY,7.60,7.80,0.20,62,https://onebite.app/restaurant/mario-and-salvos-pizzeria-syracuse-ny-22adcd2f,8/10/2022
Varsity Pizza Syracuse,802 S Crouse Ave, Syracuse, NY,6.50,7.00,0.50,40,https://onebite.app/restaurant/varsity-pizza-syracuse-syracuse-ny-800a11a4,8/9/2022
Francescas Pizza,207 Oswego St, Salina, NY,7.40,7.30,-0.10,34,https://onebite.app/restaurant/francescas-pizza-salina-ny-02a2c693,8/8/2022
Apizza Regionale,260 W Genessee St, Syracuse, NY,6.80,8.10,1.30,74,https://onebite.app/restaurant/apizza-regionale-syracuse-ny-249f58e0,8/5/2022
Avicolli's Italian Restaurant And Pizzeria,7839 Oswego Rd, , NY,7.30,7.70,0.40,32,https://onebite.app/restaurant/avicollis-italian-restaurant-and-pizzeria-ny-d4755842,8/4/2022
Toss & Fire Wood-Fired Pizza,315 N Main St, North Syracuse, NY,7.20,7.10,-0.10,30,https://onebite.app/restaurant/toss-and-fire-woodfired-pizza-north-syracuse-ny-8019b39f,8/3/2022
Paladino's Pizza,231 Northern Lights Plz, Syracuse, NY,7.50,7.60,0.10,45,https://onebite.app/restaurant/paladinos-pizza-syracuse-ny-99f5bc81,8/2/2022
Yard Sale Pizza,54 Blackstock Rd, London, England,6.80,8.00,1.2,5,https://onebite.app/restaurant/yard-sale-pizza-london-england-5c98db82,8/1/2022
The Chancellors,25 Crisp Rd, London, England,8.10,8.30,0.20,23,https://onebite.app/restaurant/the-chancellors-london-england-f1aff38b,7/29/2022
The Breadstall,Northcote Road, London, XGL,7.60,8.10,0.5,6,https://onebite.app/restaurant/the-breadstall-london-xgl-55001e26,7/26/2022
Bad Boy Pizza Society | Seven Dials,35 Earlham St, London, England,7.10,7.00,-0.1,8,https://onebite.app/restaurant/bad-boy-pizza-society-or-seven-dials-london-england-2c027f3b,7/25/2022
Homeslice Neal's Yard,13 Neal's Yard, London, England,6.80,7.00,0.20,17,https://onebite.app/restaurant/homeslice-neals-yard-london-england-af70467f,7/22/2022
Gennaro's Pizza Parlor,46 Marion Ave, Saratoga Springs, NY,7.10,7.10,0.00,54,https://onebite.app/restaurant/gennaros-pizza-parlor-saratoga-springs-ny-0c202b40,7/20/2022
Dopo il Ponte Bridgehampton,2402 Montauk Hwy, Bridgehampton, NY,7.50,5.70,-1.8,9,https://onebite.app/restaurant/dopo-il-ponte-bridgehampton-bridgehampton-ny-e20da957,7/19/2022
Dopo il Ponte Bridgehampton,2402 Montauk Hwy, Bridgehampton, NY,7.50,5.70,-1.8,9,https://onebite.app/restaurant/dopo-il-ponte-bridgehampton-bridgehampton-ny-e20da957,7/19/2022
American Pie,2044 Montauk Hwy, Bridgehampton, NY,7.20,6.40,-0.80,17,https://onebite.app/restaurant/american-pie-bridgehampton-ny-c6f6aace,7/18/2022
Lenny's Pizza & Bistro (AKA Lenny's of Jamesport),1451 Main Rd, Jamesport, NY,6.90,7.00,0.10,16,https://onebite.app/restaurant/lennys-pizza-and-bistro-aka-lennys-of-jamesport-jamesport-ny-36db6afa,7/12/2022
Michelangelo Pizzeria,10095 Main Rd, Mattituck, NY,7.30,6.90,-0.40,11,https://onebite.app/restaurant/michelangelo-pizzeria-mattituck-ny-b9d6e657,7/11/2022
Claudio's Pizza,111 Main St, Greenport, NY,7.30,7.50,0.20,10,https://onebite.app/restaurant/claudios-pizza-greenport-ny-6de40ce9,7/7/2022
Brick Oven La Capricciosa Pizza,135 3rd St, Greenport, NY,7.10,7.40,0.30,12,https://onebite.app/restaurant/brick-oven-la-capricciosa-pizza-greenport-ny-be4b9091,7/6/2022
1943 Pizza Bar,308D Main St, Greenport, NY,7.30,8.40,1.10,45,https://onebite.app/restaurant/1943-pizza-bar-greenport-ny-f434d7d9,7/5/2022
Alimentari Beach Montauk,752 Montauk Hwy, Montauk, NY,7.90,8.00,0.1,7,https://onebite.app/restaurant/alimentari-beach-montauk-montauk-ny-3cb44c26,6/30/2022
The Pizza Shop,500 Jefferson St, Hoboken, NJ,8.20,8.50,0.30,42,https://onebite.app/restaurant/the-pizza-shop-hoboken-nj-63f052f7,6/29/2022
Max and Leo's Pizza Newton,325 Washington St, Newton, MA,7.60,8.10,0.50,66,https://onebite.app/restaurant/max-and-leos-pizza-newton-newton-ma-85f8a35b,6/28/2022
Stella's Pizza,605 Mt Auburn St, Watertown, MA,7.80,7.80,0.00,41,https://onebite.app/restaurant/stellas-pizza-watertown-ma-1c184b7a,6/27/2022
For Pizza,51 High St, Medford, MA,7.20,7.80,0.60,17,https://onebite.app/restaurant/for-pizza-medford-ma-636a2f7d,6/24/2022
Angela's Coal Fired Pizza,880 Broadway Rt 1, Saugus, MA,7.80,8.30,0.50,40,https://onebite.app/restaurant/angelas-coal-fired-pizza-saugus-ma-ec8ae284,6/23/2022
The Square Deli,421 Broadway, Everett, MA,8.30,8.40,0.10,42,https://onebite.app/restaurant/the-square-deli-everett-ma-82313f24,6/22/2022
Pleasant Cafe,4515 Washington St, Boston, MA,8.10,8.20,0.10,53,https://onebite.app/restaurant/pleasant-cafe-boston-ma-c07b938a,6/21/2022
Casa Pizzeria (CRAFT PIZZA),325 East St, Ludlow, MA,7.90,8.50,0.60,69,https://onebite.app/restaurant/casa-pizzeria-craft-pizza-ludlow-ma-c7e361ea,6/20/2022
Red Rose Pizzeria,1060 Main St, Springfield, MA,7.90,7.60,-0.30,123,https://onebite.app/restaurant/red-rose-pizzeria-springfield-ma-e705e63f,6/17/2022
Little City Pizza,152 Simsbury Rd, Avon, CT,7.90,8.20,0.30,92,https://onebite.app/restaurant/little-city-pizza-avon-ct-982b064e,6/16/2022
NewYork Pizza Co.,8 Furnace St, Killingly, CT,7.60,8.30,0.70,72,https://onebite.app/restaurant/newyork-pizza-co-killingly-ct-71ec1124,6/15/2022
"I Love Frankie’s, Worcester’s Best Pizza",90 Providence St, Worcester, MA,7.70,7.60,-0.10,55,https://onebite.app/restaurant/i-love-frankies-worcesters-best-pizza-worcester-ma-89d1b7be,6/14/2022
Tabor Pizzeria,976 Tabor Rd, Morris Plains, NJ,7.90,7.40,-0.50,54,https://onebite.app/restaurant/tabor-pizzeria-morris-plains-nj-53a71011,6/13/2022
Augy's Restaurant & Pizza,1501 NW Boca Raton Blvd, Boca Raton, FL,7.80,8.20,0.40,25,https://onebite.app/restaurant/augys-restaurant-and-pizza-boca-raton-fl-3c3ccea0,6/8/2022
Pizza Ricca,5226 S State Road 7, Hollywood, FL,7.20,7.90,0.70,40,https://onebite.app/restaurant/pizza-ricca-hollywood-fl-2a3140ab,6/6/2022
Brooklyn Pizza,3650 N Federal Hwy, Lighthouse Point, FL,6.80,7.30,0.50,21,https://onebite.app/restaurant/brooklyn-pizza-lighthouse-point-fl-cfcbce39,6/3/2022
Kosta's Greek Eatery & Pizzeria,1940 NE 49th St, Pompano Beach, FL,7.60,8.20,0.60,37,https://onebite.app/restaurant/kostas-greek-eatery-and-pizzeria-pompano-beach-fl-cf0d59f8,6/2/2022
Crust,LaGuardia Aiport Queens, East Elmhurst, NY,7.10,6.20,-0.90,16,https://onebite.app/restaurant/crust-east-elmhurst-ny-a09652db,6/1/2022
