Name,Date,City,State,Score,Raw Url,Url
Riverview Restaurant,3/20/2023 18:00,Ipswich, MA,8.2,https://onebite.app/restaurant/riverview-restaurant-ipswich-ma-6a52598d/review/5e55e5e6-5b24-42cd-99f8-a0db17692872,https://onebite.app/restaurant/riverview-restaurant-ipswich-ma-6a52598d
Alex’s Roast Beef & Seafood,3/17/2023 18:00,Topsfield, MA,5.9,https://onebite.app/restaurant/alexs-roast-beef-and-seafood-topsfield-ma-e54a99b1/review/1203fb23-928d-46a0-8b99-42d1dfde1963,https://onebite.app/restaurant/alexs-roast-beef-and-seafood-topsfield-ma-e54a99b1
Rocco's Pizza House,3/15/2023 18:00,Danvers, MA,7.2,https://onebite.app/restaurant/roccos-pizza-house-danvers-ma-176dad41/review/0cddeb69-f1ac-4311-815e-fc2e9d38d76f,https://onebite.app/restaurant/roccos-pizza-house-danvers-ma-176dad41
Little Italy,3/14/2023 18:00,Beverly, MA,6.2,https://onebite.app/restaurant/little-italy-beverly-ma-868bd6ed/review/77d3a75f-d746-41cd-80b2-8acf1f745150,https://onebite.app/restaurant/little-italy-beverly-ma-868bd6ed
Mandee's Pizza,3/13/2023 18:00,Salem, MA,6.5,https://onebite.app/restaurant/mandees-pizza-salem-ma-cb1589da/review/d1d5a2ee-a480-48a9-8693-16a1bf05a2f3,https://onebite.app/restaurant/mandees-pizza-salem-ma-cb1589da
Flying Saucer Pizza Company,3/10/2023 18:00,Salem, MA,6.7,https://onebite.app/restaurant/flying-saucer-pizza-company-salem-ma-42270494/review/5963356b-a5b9-42d2-9166-38d831e4a3f9,https://onebite.app/restaurant/flying-saucer-pizza-company-salem-ma-42270494
Ah-Beetz New Haven,3/9/2023 18:00,Delray Beach, FL,8.4,https://onebite.app/restaurant/ahbeetz-new-haven-delray-beach-fl-ee72b30b/review/3aea3c5d-125c-4fa4-8071-18394575ea06,https://onebite.app/restaurant/ahbeetz-new-haven-delray-beach-fl-ee72b30b
Bambini's Garden Pizzeria,3/8/2023 18:00,Delray Beach, FL,6.8,https://onebite.app/restaurant/bambinis-garden-pizzeria-delray-beach-fl-ca6ad24f/review/623224df-1867-45d8-bd36-e858f572cbdb,https://onebite.app/restaurant/bambinis-garden-pizzeria-delray-beach-fl-ca6ad24f
Manhattan Joe's Pizzeria,3/7/2023 18:00,Boca Raton, FL,6.4,https://onebite.app/restaurant/manhattan-joes-pizzeria-boca-raton-fl-4eefe31f/review/5de15c32-1341-4ae2-83c9-d0a65172c159,https://onebite.app/restaurant/manhattan-joes-pizzeria-boca-raton-fl-4eefe31f
How Ya Dough'n,3/6/2023 18:03,Boca Raton, FL,7.8,https://onebite.app/restaurant/how-ya-doughn-boca-raton-fl-c145500e/review/bb13d115-6afd-4117-ae00-e55aef570990,https://onebite.app/restaurant/how-ya-doughn-boca-raton-fl-c145500e
Grazianos Pizza,3/3/2023 18:00,Charleston, WV,7.3,https://onebite.app/restaurant/grazianos-pizza-charleston-wv-151afcef/review/d3999d09-4ee9-4799-a5b1-083c6bef7e43,https://onebite.app/restaurant/grazianos-pizza-charleston-wv-151afcef
Mainline Sports Bar,3/2/2023 18:00,Hot Springs, AR,5.9,https://onebite.app/restaurant/mainline-sports-bar-hot-springs-ar-01a77e36/review/99db232c-793f-4595-8afb-4fb5402ee53b,https://onebite.app/restaurant/mainline-sports-bar-hot-springs-ar-01a77e36
Rocky's Corner,3/1/2023 18:00,Hot Springs, AR,6.9,https://onebite.app/restaurant/rockys-corner-hot-springs-ar-36dc344e/review/fded23af-a847-4398-8f81-99cc4993fe90,https://onebite.app/restaurant/rockys-corner-hot-springs-ar-36dc344e
Deluca's Pizza,2/28/2023 18:00,Hot Springs, AR,8.7,https://onebite.app/restaurant/delucas-pizza-hot-springs-ar-f20b9dd8/review/4ae8e523-77ef-4dd2-9fac-cc77df39c5a1,https://onebite.app/restaurant/delucas-pizza-hot-springs-ar-f20b9dd8
Fratelli By Jholano's,2/27/2023 18:00,Miami, FL,7.9,https://onebite.app/restaurant/fratelli-by-jholanos-miami-fl-596b4fcf/review/2b49f247-89a9-4529-bc61-675aa0f0ce67,https://onebite.app/restaurant/fratelli-by-jholanos-miami-fl-596b4fcf
Crisp Premium Pizza,2/24/2023 18:00,Scottsdale, AZ,7.8,https://onebite.app/restaurant/crisp-premium-pizza-scottsdale-az-6beb9fa6/review/85ca8d8b-d529-481b-b048-4d2bdd746c8e,https://onebite.app/restaurant/crisp-premium-pizza-scottsdale-az-6beb9fa6
Yo Pauly's New York Pizza Co,2/23/2023 18:00,Scottsdale, AZ,7.7,https://onebite.app/restaurant/yo-paulys-new-york-pizza-co-scottsdale-az-6b11b90c/review/93c516be-5c04-4387-97ce-f80448743726,https://onebite.app/restaurant/yo-paulys-new-york-pizza-co-scottsdale-az-6b11b90c
JL Patisserie,2/22/2023 6:00,Scottsdale, AZ,7.7,https://onebite.app/restaurant/jl-patisserie-scottsdale-az-88eab811/review/090cfbfa-6ad3-47d7-8914-ea0ab207fdb7,https://onebite.app/restaurant/jl-patisserie-scottsdale-az-88eab811
Sal's Gilbert Pizza,2/21/2023 18:00,Gilbert, AZ,7.5,https://onebite.app/restaurant/sals-gilbert-pizza-gilbert-az-76979630/review/78640a49-f07c-48c0-bab6-cd20ba6c65c6,https://onebite.app/restaurant/sals-gilbert-pizza-gilbert-az-76979630
Brooklyn V's Pizza,2/20/2023 18:00,Gilbert, AZ,7.4,https://onebite.app/restaurant/brooklyn-vs-pizza-gilbert-az-4933ae0e/review/b404adce-73fd-42b6-8d31-fa56a413efd9,https://onebite.app/restaurant/brooklyn-vs-pizza-gilbert-az-4933ae0e
Hot Daisy Pizza,2/17/2023 18:00,Phoenix, AZ,7.2,https://onebite.app/restaurant/hot-daisy-pizza-phoenix-az-ed0cf171/review/932fbf17-be2a-40e5-9250-d9ac87ffde90,https://onebite.app/restaurant/hot-daisy-pizza-phoenix-az-ed0cf171
IL Bosco Pizza,2/16/2023 18:00,Phoenix, AZ,6.8,https://onebite.app/restaurant/il-bosco-pizza-phoenix-az-2f79fdcb/review/af98aae4-46da-47a9-adb1-e520d344674e,https://onebite.app/restaurant/il-bosco-pizza-phoenix-az-2f79fdcb
Venezia's Pizza,2/15/2023 18:00,Tempe, AZ,5.9,https://onebite.app/restaurant/venezias-pizza-tempe-az-27b85a41/review/17d2e6b6-06d1-4773-928f-18b839026ce6,https://onebite.app/restaurant/venezias-pizza-tempe-az-27b85a41
Spinato's Pizzeria and Famil...,2/14/2023 18:00,Tempe, AZ,6.7,https://onebite.app/restaurant/spinatos-pizzeria-and-family-kitchen-tempe-az-155f44b1/review/7d86e355-4967-4e58-9f30-f4564eb61739,https://onebite.app/restaurant/spinatos-pizzeria-and-family-kitchen-tempe-az-155f44b1
Craft 64 Scottsdale,2/13/2023 18:00,Scottsdale, AZ,7.5,https://onebite.app/restaurant/craft-64-scottsdale-scottsdale-az-235192fd/review/789ddd8f-7335-43be-808a-59b573aad6ec,https://onebite.app/restaurant/craft-64-scottsdale-scottsdale-az-235192fd
Pane Bianco Central,2/10/2023 18:00,Phoenix, AZ,7.5,https://onebite.app/restaurant/pane-bianco-central-phoenix-az-61a76a55/review/48ef52fc-1817-45fc-bb94-8d7f27a8457f,https://onebite.app/restaurant/pane-bianco-central-phoenix-az-61a76a55
Pizzeria Bianco,2/9/2023 18:00,Phoenix, AZ,7.3,https://onebite.app/restaurant/pizzeria-bianco-phoenix-az-e2ee3ed8/review/db8e4613-6498-4dab-92a5-29c513738d70,https://onebite.app/restaurant/pizzeria-bianco-phoenix-az-e2ee3ed8
Wells Brothers Italian Resta...,2/8/2023 18:00,Mt Pleasant, WI,8.1,https://onebite.app/restaurant/wells-brothers-italian-restaurant-mt-pleasant-wi-3c346232/review/a5585208-352a-4935-aed6-6f71b18da639,https://onebite.app/restaurant/wells-brothers-italian-restaurant-mt-pleasant-wi-3c346232
Zaffiro's Pizza The Original,2/7/2023 18:00,Milwaukee, WI,7.2,https://onebite.app/restaurant/zaffiros-pizza-the-original-milwaukee-wi-21dbb22f/review/4fe2845f-081a-4bbc-99eb-5a5db343b828,https://onebite.app/restaurant/zaffiros-pizza-the-original-milwaukee-wi-21dbb22f
Ian's Pizza Milwaukee | Down...,2/6/2023 18:00,Milwaukee, WI,6.9,https://onebite.app/restaurant/ians-pizza-milwaukee-or-downtown-milwaukee-wi-6e510857/review/3c967533-a5f8-44ce-a8b9-01bb194311c7,https://onebite.app/restaurant/ians-pizza-milwaukee-or-downtown-milwaukee-wi-6e510857
Brick 3 Pizza,2/3/2023 18:00,Milwaukee, WI,7.1,https://onebite.app/restaurant/brick-3-pizza-milwaukee-wi-d0c9bb51/review/103dbd2a-0d0e-476d-8e19-2e3f01a120e2,https://onebite.app/restaurant/brick-3-pizza-milwaukee-wi-d0c9bb51
Classic Slice,2/2/2023 18:00,Milwaukee, WI,4.7,https://onebite.app/restaurant/classic-slice-milwaukee-wi-fb7d3881/review/2b1356a5-a380-4d57-9b9d-3471400fd699,https://onebite.app/restaurant/classic-slice-milwaukee-wi-fb7d3881
Over Under,2/1/2023 18:00,Miami, FL,8.3,https://onebite.app/restaurant/over-under-miami-fl-00ab9bf2/review/27787bfa-c044-46f2-aacb-00cb812a02b4,https://onebite.app/restaurant/over-under-miami-fl-00ab9bf2
Primo Pizza South Beach,1/31/2023 18:00,Miami Beach, FL,7.4,https://onebite.app/restaurant/primo-pizza-south-beach-miami-beach-fl-195e7cd7/review/7eef568f-b7cc-4bf4-9be7-5b239721b023,https://onebite.app/restaurant/primo-pizza-south-beach-miami-beach-fl-195e7cd7
John The Baker,1/30/2023 18:00,Pembroke Pines, FL,7.6,https://onebite.app/restaurant/john-the-baker-pembroke-pines-fl-dd5abaaf/review/af1bf91a-acfa-4f00-bff7-915024853925,https://onebite.app/restaurant/john-the-baker-pembroke-pines-fl-dd5abaaf
Dicey's Tavern,1/27/2023 18:00,Nashville, TN,7.7,https://onebite.app/restaurant/diceys-tavern-nashville-tn-308b6715/review/0b243fdd-0c33-4bee-a2f5-0436e76951fc,https://onebite.app/restaurant/diceys-tavern-nashville-tn-308b6715
Manny's House of Pizza,1/26/2023 18:00,Nashville, TN,7.9,https://onebite.app/restaurant/mannys-house-of-pizza-nashville-tn-3edd5b88/review/688c7f51-209d-47d9-ac06-9bedb221a21f,https://onebite.app/restaurant/mannys-house-of-pizza-nashville-tn-3edd5b88
Nicky's Coal Fired,1/25/2023 18:00,Nashville, TN,7.6,https://onebite.app/restaurant/nickys-coal-fired-nashville-tn-935b3dfe/review/ed1eceda-c826-427d-b20c-2fed84dfc980,https://onebite.app/restaurant/nickys-coal-fired-nashville-tn-935b3dfe
Midnight Oil,1/24/2023 18:00,Nashville, TN,6.4,https://onebite.app/restaurant/midnight-oil-nashville-tn-4a72c8b8/review/f39b706e-f9ec-473f-bb60-4f6281bb497f,https://onebite.app/restaurant/midnight-oil-nashville-tn-4a72c8b8
Krust,1/23/2023 18:00,Tavernier, FL,7.7,https://onebite.app/restaurant/krust-tavernier-fl-84644abd/review/0ccd1e73-ec84-47be-9db4-f7891368df92,https://onebite.app/restaurant/krust-tavernier-fl-84644abd
No Name Pub,1/20/2023 18:00,Big Pine Key, FL,3.8,https://onebite.app/restaurant/no-name-pub-big-pine-key-fl-6a13c9d5/review/e94a1b93-9409-47e4-bc69-307e07e4fc72,https://onebite.app/restaurant/no-name-pub-big-pine-key-fl-6a13c9d5
Coast to Coast Pizza Company,1/19/2023 18:00,Marathon, FL,7.7,https://onebite.app/restaurant/coast-to-coast-pizza-company-marathon-fl-8e17ea6b/review/af105088-2ed9-4146-878c-d00441831fa0,https://onebite.app/restaurant/coast-to-coast-pizza-company-marathon-fl-8e17ea6b
Enrico’s Pizza,1/18/2023 18:00,Tavernier, FL,6.7,https://onebite.app/restaurant/enricos-pizza-tavernier-fl-a4e8e4d3/review/6d9e8952-740a-4527-9807-2e98ef2e18be,https://onebite.app/restaurant/enricos-pizza-tavernier-fl-a4e8e4d3
Pedroso's Pizza - Slice Shop...,1/16/2023 18:00,Austin, TX,7.7,https://onebite.app/restaurant/pedrosos-pizza-slice-shop-trailer-austin-tx-1f7a38c9/review/615984b5-72e7-42c3-a170-99fe9a4b7922,https://onebite.app/restaurant/pedrosos-pizza-slice-shop-trailer-austin-tx-1f7a38c9
Sammataro,1/13/2023 18:00,Austin, TX,7.9,https://onebite.app/restaurant/sammataro-austin-tx-e160f487/review/49d61838-164c-427d-912e-7f1b5ffd0eae,https://onebite.app/restaurant/sammataro-austin-tx-e160f487
Via 313 Pizza,1/12/2023 18:00,Austin, TX,7.5,https://onebite.app/restaurant/via-313-pizza-austin-tx-707209ef/review/943f4f57-dad7-4abe-af0c-28c769d689bd,https://onebite.app/restaurant/via-313-pizza-austin-tx-707209ef
Squared Up Pizza,1/11/2023 18:00,Tucson, AZ,7.6,https://onebite.app/restaurant/squared-up-pizza-tucson-az-d44dfe1b/review/6eec5778-e303-4659-b224-c829a04bc931,https://onebite.app/restaurant/squared-up-pizza-tucson-az-d44dfe1b
Via Della Slice Shop,1/10/2023 18:00,Phoenix, AZ,7.9,https://onebite.app/restaurant/via-della-slice-shop-phoenix-az-1436cdcc/review/d2cbc671-de97-43cb-8fc7-d70ac20879b4,https://onebite.app/restaurant/via-della-slice-shop-phoenix-az-1436cdcc
Frank Pepes of Plantation,1/9/2023 18:00,Plantation, FL,7.2,https://onebite.app/restaurant/frank-pepes-of-plantation-plantation-fl-3c156d96/review/785ec8d4-1a5a-4d03-b4ed-94db3c555904,https://onebite.app/restaurant/frank-pepes-of-plantation-plantation-fl-3c156d96
Goodfellas pizza,1/6/2023 18:00,Jupiter, FL,7.5,https://onebite.app/restaurant/goodfellas-pizza-jupiter-fl-67ff0c6c/review/d38a1d93-96b9-4d78-96c3-b1f0c83e8c7c,https://onebite.app/restaurant/goodfellas-pizza-jupiter-fl-67ff0c6c
Vinny's Pizza,1/5/2023 18:00,Jupiter, FL,7.3,https://onebite.app/restaurant/vinnys-pizza-jupiter-fl-3ba29a35/review/4f17d505-5619-4e23-b8fc-e92d5d476e2f,https://onebite.app/restaurant/vinnys-pizza-jupiter-fl-3ba29a35
Blue Springs Pizza,1/4/2023 19:00,Orange City, FL,6.8,https://onebite.app/restaurant/blue-springs-pizza-orange-city-fl-d184800d/review/4c8703d5-4624-421f-a21b-84680afc0777,https://onebite.app/restaurant/blue-springs-pizza-orange-city-fl-d184800d
The Drexel,1/3/2023 18:00,Miami Beach, FL,6.8,https://onebite.app/restaurant/the-drexel-miami-beach-fl-4c66552f/review/1d336bb7-05ff-4fc8-b5ce-41d1c3a24b49,https://onebite.app/restaurant/the-drexel-miami-beach-fl-4c66552f
Toppers Pizza,1/2/2023 18:00,Camarillo, CA,6.6,https://onebite.app/restaurant/toppers-pizza-camarillo-ca-5c5d9ff7/review/192fbe6d-02ef-488b-8197-0e9281e449f7,https://onebite.app/restaurant/toppers-pizza-camarillo-ca-5c5d9ff7
Tony's Pizza Bros,12/29/2022 18:00,Camarillo, CA,7.1,https://onebite.app/restaurant/tonys-pizza-bros-camarillo-ca-81e70ced/review/59d840d7-70db-4de2-b6f8-2cd23e4e8b9d,https://onebite.app/restaurant/tonys-pizza-bros-camarillo-ca-81e70ced
Jeffs Pizza,12/27/2022 18:00,East Providence, RI,8.1,https://onebite.app/restaurant/jeffs-pizza-east-providence-ri-d279cdaf/review/adea778f-7b23-4f61-9742-65f4a42b1a9f,https://onebite.app/restaurant/jeffs-pizza-east-providence-ri-d279cdaf
Pizza Marvin,12/26/2022 18:00,Providence, RI,8.2,https://onebite.app/restaurant/pizza-marvin-providence-ri-69039999/review/984e35f5-020d-4519-aa93-eb4a287b4de5,https://onebite.app/restaurant/pizza-marvin-providence-ri-69039999
Pizza J,12/23/2022 18:00,Providence, RI,6.8,https://onebite.app/restaurant/pizza-j-providence-ri-cef5024a/review/b905921c-8a19-4ece-b999-66f2363ff857,https://onebite.app/restaurant/pizza-j-providence-ri-cef5024a
Nellies Place,12/22/2022 18:00,Waldwick, NJ,7.9,https://onebite.app/restaurant/nellies-place-waldwick-nj-f3cd67e0/review/5e638732-b3a5-40f5-8391-6d234f3d7aec,https://onebite.app/restaurant/nellies-place-waldwick-nj-f3cd67e0
Nanuet Restaurant,12/21/2022 18:00,Nanuet, NY,7.2,https://onebite.app/restaurant/nanuet-restaurant-nanuet-ny-708cc623/review/b4aabed5-4586-4ef6-aa12-1384ed20d15e,https://onebite.app/restaurant/nanuet-restaurant-nanuet-ny-708cc623
Nanuet Hotel,12/20/2022 18:00,Nanuet, NY,7.3,https://onebite.app/restaurant/nanuet-hotel-nanuet-ny-8ba68e17/review/4e8f1efc-3db8-408d-a865-235e9078c964,https://onebite.app/restaurant/nanuet-hotel-nanuet-ny-8ba68e17
Casaletto Pizzeria,12/19/2022 18:00,Sleepy Hollow, NY,7.1,https://onebite.app/restaurant/casaletto-pizzeria-sleepy-hollow-ny-0ae1c7ae/review/87d2c0b3-2d42-4b85-9220-c2297641bbc8,https://onebite.app/restaurant/casaletto-pizzeria-sleepy-hollow-ny-0ae1c7ae
Beekman Ale House,12/16/2022 18:00,Sleepy Hollow, NY,7.4,https://onebite.app/restaurant/beekman-ale-house-sleepy-hollow-ny-d4e7ac37/review/0f697ebf-0ddd-4b7e-aa17-bb45aa02af1c,https://onebite.app/restaurant/beekman-ale-house-sleepy-hollow-ny-d4e7ac37
Norcina,12/15/2022 18:00,New City, NY,7.2,https://onebite.app/restaurant/norcina-new-city-ny-f83a9385/review/efdfa73d-bdbf-47b4-9d9e-d06567ebdda0,https://onebite.app/restaurant/norcina-new-city-ny-f83a9385
The Mountain House,12/14/2022 18:00,Sparkill, NY,8.2,https://onebite.app/restaurant/the-mountain-house-sparkill-ny-75114230/review/b04b1a82-dcd2-47f1-b039-18df117edb44,https://onebite.app/restaurant/the-mountain-house-sparkill-ny-75114230
Vinny's Pizza,12/13/2022 18:12,DeKalb, IL,5.8,https://onebite.app/restaurant/vinnys-pizza-dekalb-il-fc846712/review/233274d8-6cca-4f1f-b176-3ad366511ab4,https://onebite.app/restaurant/vinnys-pizza-dekalb-il-fc846712
Doughbriks Pizza,12/12/2022 18:00,West Hollywood, CA,6.4,https://onebite.app/restaurant/doughbriks-pizza-west-hollywood-ca-8837883c/review/8cfc3c47-4f6b-4b21-97b6-d6b1f62fb915,https://onebite.app/restaurant/doughbriks-pizza-west-hollywood-ca-8837883c
Twin's Pizza,12/9/2022 18:00,North Providence, RI,7.7,https://onebite.app/restaurant/twins-pizza-north-providence-ri-d50999ed/review/e6a71347-365a-49cb-8ff5-e2e5041250e8,https://onebite.app/restaurant/twins-pizza-north-providence-ri-d50999ed
Lord Stanley's and the Annex,12/8/2022 18:00,DeKalb, IL,7.3,https://onebite.app/restaurant/lord-stanleys-and-the-annex-dekalb-il-1e6c7778/review/e588dbba-a10c-448b-b48a-957a4589b03e,https://onebite.app/restaurant/lord-stanleys-and-the-annex-dekalb-il-1e6c7778
Pizza Pro's,12/7/2022 18:00,DeKalb, IL,6.3,https://onebite.app/restaurant/pizza-pros-dekalb-il-4d3ecd69/review/00521b2e-2e5c-4ea9-9467-1b5f0da12ba1,https://onebite.app/restaurant/pizza-pros-dekalb-il-4d3ecd69
The Stubborn Brother Pizza B...,12/6/2022 18:00,Toledo, OH,8.1,https://onebite.app/restaurant/the-stubborn-brother-pizza-bar-toledo-oh-2b600244/review/0c4566f7-c3f5-4490-806d-369bfffdc395,https://onebite.app/restaurant/the-stubborn-brother-pizza-bar-toledo-oh-2b600244
Inky's Italian Foods,12/5/2022 18:00,Toledo, OH,7.1,https://onebite.app/restaurant/inkys-italian-foods-toledo-oh-440a3da3/review/aaeefdcd-c709-4d9b-876e-8fe8ff84db66,https://onebite.app/restaurant/inkys-italian-foods-toledo-oh-440a3da3
Home Slice Pizza,12/2/2022 18:00,Toledo, OH,7.4,https://onebite.app/restaurant/home-slice-pizza-toledo-oh-6819c904/review/41b00ff2-c0e7-44f4-82a2-c0908d5fdbe5,https://onebite.app/restaurant/home-slice-pizza-toledo-oh-6819c904
The Village Idiot,12/1/2022 18:00,Maumee, OH,7.1,https://onebite.app/restaurant/the-village-idiot-maumee-oh-902704f3/review/cf935027-8ff2-4b16-81db-cb8a2a49db33,https://onebite.app/restaurant/the-village-idiot-maumee-oh-902704f3
Pete's Pizza,11/30/2022 18:00,Columbus, NJ,7.8,https://onebite.app/restaurant/petes-pizza-columbus-nj-cde0a0e6/review/b5ca78b1-2402-4560-92d5-4b957f5a6693,https://onebite.app/restaurant/petes-pizza-columbus-nj-cde0a0e6
Kate & Al's Pizza,11/29/2022 18:00,Columbus, NJ,7.4,https://onebite.app/restaurant/kate-and-als-pizza-columbus-nj-e2dc946d/review/ee9a445a-11f1-476f-80ac-0c61c4d3a570,https://onebite.app/restaurant/kate-and-als-pizza-columbus-nj-e2dc946d
Grant Street Cafe,11/28/2022 18:00,Dumont, NJ,8.2,https://onebite.app/restaurant/grant-street-cafe-dumont-nj-3945b5ac/review/25f7ef0b-35ab-4725-a63f-84156db1f59c,https://onebite.app/restaurant/grant-street-cafe-dumont-nj-3945b5ac
Ledo Pizza,11/25/2022 18:00,New York, NY,6.7,https://onebite.app/restaurant/ledo-pizza-new-york-ny-2bfd7934/review/3d32fd86-aa06-43fc-a4fa-688fe0d29873,https://onebite.app/restaurant/ledo-pizza-new-york-ny-2bfd7934
Lillo's Tomato Pies,11/23/2022 18:00,Hainesport, NJ,8.4,https://onebite.app/restaurant/lillos-tomato-pies-hainesport-nj-c1aa3f39/review/10a90acf-6e60-4afc-ac0b-37436bcaa0ea,https://onebite.app/restaurant/lillos-tomato-pies-hainesport-nj-c1aa3f39
Mateo's Restaurant,11/22/2022 18:00,Hainesport, NJ,7.2,https://onebite.app/restaurant/mateos-restaurant-hainesport-nj-d85f4862/review/a9ffa5ed-fa63-4b06-8e34-7da83c50f8a5,https://onebite.app/restaurant/mateos-restaurant-hainesport-nj-d85f4862
Mama's Meatballs & Pizzeria,11/21/2022 18:00,Pennsauken Township, NJ,7.4,https://onebite.app/restaurant/mamas-meatballs-and-pizzeria-pennsauken-township-nj-86bcf05b/review/ea6a98ac-5036-4f43-acc5-817007dc1cb6,https://onebite.app/restaurant/mamas-meatballs-and-pizzeria-pennsauken-township-nj-86bcf05b
Bricco Coal Fired Pizza,11/18/2022 18:00,Haddon Township, NJ,7.9,https://onebite.app/restaurant/bricco-coal-fired-pizza-haddon-township-nj-90d55ed1/review/dd7d855f-883b-4232-9ef7-d51b51e1fa42,https://onebite.app/restaurant/bricco-coal-fired-pizza-haddon-township-nj-90d55ed1
Brooklyn Original Pizzeria,11/17/2022 18:00,Haddon Heights, NJ,7.3,https://onebite.app/restaurant/brooklyn-original-pizzeria-haddon-heights-nj-ab17076b/review/459bc5c1-8543-4227-9c3d-7ab8fe0bbee0,https://onebite.app/restaurant/brooklyn-original-pizzeria-haddon-heights-nj-ab17076b
Benny's Pizzeria,11/16/2022 18:00,West Chester, PA,7.3,https://onebite.app/restaurant/bennys-pizzeria-west-chester-pa-916fa0f7/review/73e50f57-066c-480b-82a3-952bf86f0f63,https://onebite.app/restaurant/bennys-pizzeria-west-chester-pa-916fa0f7
West Chester Pizza Cafe,11/15/2022 18:00,West Chester, PA,8.1,https://onebite.app/restaurant/west-chester-pizza-cafe-west-chester-pa-b07a9326/review/393742cb-1e40-494c-8925-a2c8d8b0fb0f,https://onebite.app/restaurant/west-chester-pizza-cafe-west-chester-pa-b07a9326
Pizza West Chester,11/14/2022 18:00,West Chester, PA,8.4,https://onebite.app/restaurant/pizza-west-chester-west-chester-pa-25cb2290/review/a6f3d1f4-ed7b-4675-8978-8eef6eead0e7,https://onebite.app/restaurant/pizza-west-chester-west-chester-pa-25cb2290
Joe Bologna's Restaurant & P...,11/11/2022 18:00,Lexington, KY,6.7,https://onebite.app/restaurant/joe-bolognas-restaurant-and-pizzeria-lexington-ky-3645b612/review/242a93be-2f1b-4388-aafc-2f1e3925aec9,https://onebite.app/restaurant/joe-bolognas-restaurant-and-pizzeria-lexington-ky-3645b612
Mad Mushroom,11/10/2022 18:00,Lexington, KY,5.2,https://onebite.app/restaurant/mad-mushroom-lexington-ky-42c58fc1/review/f21cdad9-94ff-4fab-a973-d31260caee66,https://onebite.app/restaurant/mad-mushroom-lexington-ky-42c58fc1
LexLive,11/9/2022 18:00,Lexington, KY,0,https://onebite.app/restaurant/lexlive-lexington-ky-92c7522c/review/6211f3a4-75a1-4188-9221-597a6ee45635,https://onebite.app/restaurant/lexlive-lexington-ky-92c7522c
Buonocore's Brick Oven Pizza,11/8/2022 18:00,Haledon, NJ,6.9,https://onebite.app/restaurant/buonocores-brick-oven-pizza-haledon-nj-da53f083/review/1acaf21e-2060-4a57-97c4-0f9662abdcc4,https://onebite.app/restaurant/buonocores-brick-oven-pizza-haledon-nj-da53f083
Sun-Ray Pizzeria,11/7/2022 18:00,Little Falls, NJ,7.7,https://onebite.app/restaurant/sunray-pizzeria-little-falls-nj-bdc1157d/review/3d0557aa-922e-4091-900e-75b18bfcee12,https://onebite.app/restaurant/sunray-pizzeria-little-falls-nj-bdc1157d
Lombardi's Bar & Restaurant,11/4/2022 18:00,Cedar Grove, NJ,7.3,https://onebite.app/restaurant/lombardis-bar-and-restaurant-cedar-grove-nj-91717720/review/a7be78c8-d97d-47dd-91e0-bb2be3ed1432,https://onebite.app/restaurant/lombardis-bar-and-restaurant-cedar-grove-nj-91717720
Teglia Pizza Bar,11/3/2022 18:00,Montclair, NJ,7.9,https://onebite.app/restaurant/teglia-pizza-bar-montclair-nj-82e6fece/review/915150f8-4e42-44d7-b810-ab94b75e384a,https://onebite.app/restaurant/teglia-pizza-bar-montclair-nj-82e6fece
Blue Steel Pizza Company,11/2/2022 18:00,Bloomfield, NJ,7.8,https://onebite.app/restaurant/blue-steel-pizza-company-bloomfield-nj-e439e649/review/5371e396-11aa-4585-a6c4-315ca6d7a7b4,https://onebite.app/restaurant/blue-steel-pizza-company-bloomfield-nj-e439e649
Aubree's Pizzeria & Grill,11/1/2022 18:00,Ypsilanti, MI,6.5,https://onebite.app/restaurant/aubrees-pizzeria-and-grill-ypsilanti-mi-1282a76b/review/225aca5b-b276-47e0-a249-1e19c0cb0709,https://onebite.app/restaurant/aubrees-pizzeria-and-grill-ypsilanti-mi-1282a76b
college pizza,10/31/2022 18:00,State College, PA,1.8,https://onebite.app/restaurant/college-pizza-state-college-pa-67fa1133/review/e7e0f812-908b-4dfd-b86b-3ea87a04f19d,https://onebite.app/restaurant/college-pizza-state-college-pa-67fa1133
Miami Slice,10/28/2022 18:00,Miami, FL,8.6,https://onebite.app/restaurant/miami-slice-miami-fl-1f2d5b22/review/c0c9c912-fd2e-40e1-8e93-a1e6cff91c5f,https://onebite.app/restaurant/miami-slice-miami-fl-1f2d5b22
Flatbread House,10/27/2022 18:00,Miami Beach, FL,5.9,https://onebite.app/restaurant/flatbread-house-miami-beach-fl-6bc43c6d/review/a8b6e054-3d68-421d-a3ab-870873ad2eb8,https://onebite.app/restaurant/flatbread-house-miami-beach-fl-6bc43c6d
Red Zeppelin Pizza,10/26/2022 18:00,Baton Rouge, LA,6.8,https://onebite.app/restaurant/red-zeppelin-pizza-baton-rouge-la-c0f98f61/review/7e47a220-176c-446a-8e81-3defe2f15cdb,https://onebite.app/restaurant/red-zeppelin-pizza-baton-rouge-la-c0f98f61
Frank's Pizza,10/25/2022 18:00,Houston, TX,5.4,https://onebite.app/restaurant/franks-pizza-houston-tx-ed7f0936/review/d0c2a81b-73e6-4695-a759-37c46ed56e0c,https://onebite.app/restaurant/franks-pizza-houston-tx-ed7f0936
